Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,subdomain,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,completion_percent_cache,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,2775549,https://www.aamasonry.ca,/companies/2775549-a-a-masonry?searched_category_id=337&service_area=2291052,"Award Winning Specialists!
416-236-8721

A&A Masonry is an award-winning Toronto based firm specializing in almost everything exterior.  Specialties include Stone work, Interlock, Interlocking, Paver stones, paving stones, Natural Stone, Pavers, Stone Veneer Cladding, Tuckpointing, Masonry, brick repair, brick restoration, tuck pointing, waterproofing, foundation repairs, concrete steps, porches, walkways, caulking services (windows & doors), chimney repair and general exterior restorations for residential, commercial and industrial customers.

A&A is dedicated to providing the highest quality on every job. With a proud team of qualified artisans, we strive to complete every project in a timely and safe manner.

Our mission is to offer a unique and reliable service in anything Exterior within the Greater Toronto Area, differentiating ourselves from the competition by means of always delivering what we promise, on time and on budget.

Our commitment to excellence is our core value.
Customer satisfaction is our main goal, and we reach it every day by relying on our attention to customer service. By providing customized solutions for every job, we guarantee that we will never compromise on quality, safety and efficiency.

This approach together with our experience and knowledge allows us to effectively handle a wide variety of projects, from small to big, indoors or outdoors, renovations or repairs. 

We service:  Toronto, Etobicoke, Mississauga, Thornhill, Richmond Hill, York, North York, East York, Mimico, Hamilton, Brampton, Bolton and surrounding areas. 

For FREE ESTIMATE CALL: 416-236-8721

Being Masonry Contractors, Concrete Contractors, Stone  Contractors & Waterproofing Contractors we specialize in:
Stone work, Interlocking Natural Stone & Pavers, Stone Veneer Cladding, Tuckpointing, Tuck Pointing, Chimney Repair, Chimney Rebuild, Chimney Restoration, tuckpointing, Brickwork, Brick Repair, Brick Replacement, Parging, Waterproofing, Foundation Repair, Concrete Resurfacing, Concrete Porches, Concrete Steps, Patios and Walkways, Flagstone, Cultured Stone, Caulking services (windows and doors), Masonry, Masonry repair, steps, concrete porches, concrete walkways and patios, caulking services.

For the Hamilton area please visit out Hamilton websites
https://hamiltonmasonry.ca
https://hamiltonconcrete.ca
https://hamiltonwaterproofing.ca 

Licenses- 
City of Toronto license # T85-4429645
City of Mississauga license # 2022 005912 BR
Town of Oakville license # 22-114336
City Hamilton license # 20 298360 01 MA; No. 20 298361 01 CL
City of Brampton license # DW0062 21",a-a-masonry,2009-06-27T12:37:38.000-04:00,NA,"Toronto, Etobicoke, Mississauga, 
<br />Oakville, Bolton, Brampton, Caledon, Hamilton
<br />Thornhill, Richmond Hill, York, North York, East York, Mimico and surrounding areas. ",,,"Natural stone and stone veneer contractor, Interlocking Stone & Pavers, Hardscaping, Stone Fireplace, Brick Fireplace, Tuckpointing, Chimney Repair, Chimney Rebuild, Chimney Restoration, tuck pointing, Brickwork, Brick Repair, Brick Replacement, Parging, Foundation Repair, Concrete, Porches, Concrete Steps, Concrete Resurfacing, Patios and Concrete Walkways, Flagstone, Cultured Stone, Caulking services (windows and doors), Masonry, Masonry repair, Water Proofing, ",A&A Masonry,"Stone veneer cladding, Interlock, Interlocking Stone, Paver stones, Paving stones,  Stone Installation, Hardscaping, chimney rebuild and repair, tuckpointing, waterproofing, water proofing, foundation repair, concrete steps, concrete porches, concrete walkways, concrete patios.",2009,NA,check,,"Yes, All Applicable - See Profile Description For Full Details",BBB Accredited Business,TRUE,TRUE,,"Masonry $2800, Concrete $5000, Interlocking $3500",TRUE,FALSE,,1838601,A&A Masonry,875,745,73,9.93826,"Foundations, foundation repair, foundation pouring, foundation, the foundation, foundations, foundation for home, home foundation, foundation of home, foundation home, the home foundation, foundation house, house foundation, foundation of a house, foundation for a house, building foundation, homes foundation, foundation for homes, foundation homes, foundations home, foundations house, house foundations, foundations for homes, home foundation repair, building home foundation, manufactured homes foundation, types of home foundations, home foundations types, home foundation problems, mobile home foundations, home building foundations, home foundation cracks, cracks in home foundation, new home foundations, home foundation design, foundation design, foundation cracks, underpinning, ,Historical Restoration, heritage restoration, historical restoration, restorers, old houses, historic, preservation, historic buildings, buildings historic, historic district, historic property, historical homes, restoration homes, historic homes for sale, historical properties, repair contractors, repair contractor, brick repair, restoration company, historical preservation, restoration co, historical architecture, restoration contractors, building restoration, restoration building, masonry repair, restoration homes, homes restoration, restoration construction, construction restoration, historic restoration, historical conservation, building preservation, restoration brick, brick restoration, masonry restoration, restoration masonry, restoration corporation, antique buildings, restoration of buildings, ,Chimney Build & Repair, Chimney repairs, Chimney Building, Chimney maintenance, Chimney sweeping, chimney cleaning, chimney, fireplace and chimney, chimney sweep, chimney cleaning how to, chimney cleaning, chimney repair, repair chimney, chimney clean, chimney cleaners, brick chimney, chimney service, chimney cleaner, new chimney, chimney repair service, build chimney, chimney build, chimney restoration, fireplace chimney cleaning, fireplace chimney repair, chimney cleaning repair, chimney building, chimney building how to, ,Interlocking Stone, Interlocking Tile, Stone, tiles for, landscaping, paving, pavers, paver, stone step, wall stone, stone wall, landscape design, patios, interlock, retaining wall, stepping stones, interlocking, landscaping ideas, retaining walls, paving stones, paver stones, pavers stones, pavers and stones, stones pavers, stones and pavers, flagstone, concrete design, landscapers, natural stone, paving stone, stone paving, stone paving stone, walls stone, patio designs, stone and tiles, tiles and stone, stone flagstones, slate tiles, slate tile, stone veneer, pavers stone, stone and pavers, stone pavers, paver stone, stone paver, concrete driveway, stone brick, stone and brick, brick and stone, stone flooring, stone patio, stone for patio,,Tuck Pointing, Chimney Repair, Chimney Bricklaying, Chimney Masonry Repair, Chimney Sweeps, repointing, pointing, Chimney and Tuck Pointing, ,Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,Masonry & Bricklaying, Masonry Supply, Masonry Contractor, Stone Masonry, Brick Laying, Technique, Brick Laying Pattern, stone wall, brick wall, masonry repair, brick repairs, masonry, brick masonry, masonry bricklaying, masonry work, mason contractors, york masonry, masonry companies, brick masonry construction, brick contractors, masonry brick laying, masonry workers, bricklaying firms, parging, ,Waterproofing, Basement Waterproofing, Foundation Waterproofing, Waterproofing Contractor, Water, Waterproof, Wet Basement, Leaky Basement, Flood, Flooded Basement, Flooding ,Waterproofing, Basement leaks, underpinning, caulking,,",2,2009-06-27T12:37:37.000-04:00,aaconcrete,FALSE,0,0,62,100,FALSE,a5c33dc0b1e833fd530fc249a4facab54f125529,TRUE,2022-11-08T12:02:52.000-05:00,TRUE,TRUE,2291052,99.1945402397,337,NA,NA
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,224978,http://www.solocrete.com,/companies/224978-solocrete-general-contracting-ltd?searched_category_id=337&service_area=1811986,"Solocrete General Contracting Ltd. believes that quality, customer service and satisfaction are very important requirements to achieve the highest reputation and trust in this business.  We are constantly upgrading in order to give our customers the very best selection and quality in: stamp concrete, regular white concrete, coloured concrete, and aggregate/exposed concrete.  We also offer the specialized overlay of jewel stone.  Our products are ideal for driveways, walkways, curbs, gardening curbs, back patios, around pools, steps, pillars and overlays on porches.  Unique to Solocrete are the french curbs and the smooth and rough finishes of bull nosing on steps.   
Give your house a new look … Let Solocrete create it!
",solocrete-general-contracting-ltd,2008-01-23T10:35:49.000-05:00,NA,,Monday through Friday 9am to 5pm,,,,,1998,0,,,,,TRUE,FALSE,,,TRUE,FALSE,,76145,Solocrete General Contracting Ltd,112,95,13,9.61053,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,2012-03-21T13:35:50.000-04:00,solocrete,FALSE,0,0,14,100,FALSE,81981b413e5e51986d26195a545ebb4296a6f673,TRUE,2021-12-10T11:22:51.000-05:00,TRUE,TRUE,1811986,95.7708099831,337,NA,NA
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,2893993,https://josephsotery-construction-inc.business.site,/companies/2893993-joseph-sotery-construction?searched_category_id=337&service_area=2217092,"Josef Construction is a home renovation contractor located in Mississauga Area. We provide full services to customers looking to renovate their bathroom, basement, floor and kitchen, what ever you need. We also offer Landscaping and Custom Built Homes.

Josef Construction’s innovative home remodeling designs, meticulous craftsmanship, with a great deal of  professionalism as a general home contractor have made it possible for many residents in the Greater Toronto Area, and the suburbs.

These residents now enjoy a home that feels just right.

Our experienced construction team does amazing craftsmanship dedicated to providing the clients with complete satisfaction on each detailed job.  With all the qualified staff Josef Construction has successfully completed hundreds of commercial and residential projects

Founded by Nasim Soteri, Josef Construction became one of the home contracting companies that know how to deliver the job on time and on budget.

",joseph-sotery-construction,2017-02-10T22:25:07.000-05:00,NA,NA,NA,Full house Renovation ,"Kitchen, bathroom, basement renovation. 
Patio, fencing, home extension, full house renovation", quality materials based on the budget,medical buildings and extension,2018,15,ALL payment types accepted. ,,,,TRUE,FALSE,,,TRUE,FALSE,Yes. Kindly ask for details. Depends on project completed. ,1956417,Joseph & Sotery Construction,49,34,161,10,"General Contractors, Residential General Contractor, Building Contractor, Additions, Remodeling Contractor,  Renovation, Builder, building construction, renovation, remodeling, construction builders, construction company, construction companies, home repair, construction jobs, home remodeling, general contractors, contractors general, contractor general, contractors construction, construction contractors, home improvement and remodeling, kitchen remodeling, construction contractor, builders contractors, home renovation, general contracting, building contractors, building companies, home renovations, builder contractor, building contractor, remodeling contractor, commercial construction, residential construction, house contractor, concrete contractors, home contractors, general construction, construction general, contractors remodeling, remodeling contractors, remodelers, remodel contractor, remodel contractors, general contract, commercial contractors, renovations contractors, home improvement contractor, licensed contractor, license general contractor, mud room, mudroom, caulking, ,Kitchen Planning & Renovation, Kitchen Planning And Design, Kitchen Cabinet Planning, Kitchen Design, Kitchen Remodeling, kitchen or, and bathroom, a and a kitchens, kitchens and, for kitchens, a kitchens, kitchens, the house design, cabinets for kitchen, cabinets for the kitchen, cabinets and kitchen, kitchen cabinets, design a kitchen, about kitchen design, a kitchen design, how to kitchen design, design and kitchen, the kitchen design, design for kitchen, kitchen designs, renovation and remodeling, remodeling and renovation, kitchen designer,,Kitchen Renovation, caulking, ,Bathroom Renovation, Bathroom renovation, bathroom remodeling, bathroom remodelling, renovating the bathroom, tearing out the bathroom, fixing up the bathroom, bathroom contractors, bathroom vanities, bathroom vanity, design of bathroom, bathroom and design, design for bathroom, design a bathroom, design a bath, bath design, bathroom tile, bathroom cabinets, remodeling a bathroom, bathroom remodeling, remodeling the bathroom, ,Bath renovation, New tub, caulking, ,Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,NA,JosephSoteryConstruction,FALSE,0,0,161,0,FALSE,10bc86ca6a5e639652bcbd3721860980b84686ea,TRUE,2022-04-07T14:16:36.000-04:00,TRUE,TRUE,2217092,98.7679088957,337,NA,NA
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,2928694,http://bestway-concrete.ca/,/companies/2928694-bestway-concrete-contractors?searched_category_id=337&service_area=2191654,"At Bestway Concrete Contractors we offer custom designed solutions for your residential projects. We are a fully-insured, locally-owned, family-run business that specializes in a range of concrete projects from stamped concrete to aggregate.

We ensure projects proceed with open communication and we pay strict attention to every detail, no matter how small, during every phase of every job.

We specialize in stamped concrete, regular white concrete, coloured concrete, and aggregate/exposed concrete.

Our workmanship covers everything from driveways, walkways, curbs, gardening curbs, back patios, around pools, steps, pillars and porches.

We customize our french curbs to each customers desire. Our bull noses are perfected with high quality stamps to get the best finish every time.",bestway-concrete-contractors,2019-03-16T17:59:29.000-04:00,NA,NA,NA,,,,,NA,NA,"Cash, Cheque, All Major Credit Cards",,,,TRUE,FALSE,,,TRUE,FALSE,"Yes, please ask for details. ",1990868,Bestway Concrete Contractors,69,56,71,8.89286,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,2019-03-16T18:00:15.000-04:00,,FALSE,0,1,81,0,FALSE,7c8c49e0638ee9fe8f334ddfe7e721c45a234143,TRUE,2020-09-08T20:28:06.000-04:00,TRUE,TRUE,2191654,89.1007528561,337,NA,NA
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,2639678,https://stone-ridgepaving.com/,/companies/2639678-stone-ridge-paving-concrete-ltd?searched_category_id=337&service_area=1652882,"Stone-Ridge Paving Ltd. is a family run business which is 2 generations committed to its clients.  We are Owner Operated, Licensed and Insured and a Accredited Business with the  BBB. 
Stone-Ridge Paving Ltd. is very dedicated to our clients and their needs.  Our clients include thousands of residential homeowners.  In addition, Corporations, Non-for-Profit Organizations, Churches and other associate businesses.",stone-ridge-paving-concrete-ltd,2008-03-04T16:55:15.000-05:00,NA,NA,,,"Driveways, Concrete, ENVIRONMENTAL WASTE DISPOSAL, Parking Lots, Walkways, Patios and Garage floors",,,1996,8,"Cheque, E- Transfer",,,,TRUE,FALSE,,,TRUE,FALSE,"Yes, Subject to terms & conditions",1702730,Stone-Ridge Paving & Concrete Ltd,89,70,8,6.84286,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,2010-02-24T10:52:54.000-05:00,,FALSE,0,0,6,NA,FALSE,6aee9d7af70c82055436dc2605e943eb52588518,TRUE,2020-07-14T16:26:33.000-04:00,TRUE,TRUE,1652882,72.0399826018,337,NA,NA
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,2957945,,/companies/2957945-alonzi-construction-ltd?searched_category_id=337&service_area=2260177,,alonzi-construction-ltd,2021-07-10T17:23:27.000-04:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2019922,Alonzi construction Ltd ,6,4,28,10,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,2021-07-10T17:24:11.000-04:00,,FALSE,0,0,39,0,FALSE,63ff2b22890e4f9936358bc07b3f44b0a24bfd26,TRUE,NA,TRUE,TRUE,2260177,81.9960517897,337,NA,NA
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,2861842,http://allseasonconcrete.ca/,/companies/2861842-allseason-concrete-inc?searched_category_id=337&service_area=1999755,"AllSeason Concrete Inc. is a registered concrete company based out of  Caledon, Ontario. Owned and operated by Altino Rego with many years of experience, dedication and loyalty to his family, customers, communities and the concrete industry.

Our company’s main focus is to provide the highest quality of service and customer satisfaction with a wide variety of concrete styles and finishes. No matter if your project is commercial or residential, our team of dedicated professionals will treat your property like it was their own and complete any project in a timely and skillful manner.

We will meet your needs and make your dream ours!

Delivering you perfection is not just our mission statement, its a promise.",allseason-concrete-inc,2014-11-08T08:40:18.000-05:00,NA,NA,NA,,,,,2011,NA,,,,BBB A+,TRUE,FALSE,,,TRUE,FALSE,,1924272,Allseason Concrete Inc ,30,28,85,9.89286,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,NA,allseason,FALSE,0,0,87,0,FALSE,53c6be1dc604921c422e3a69c061e71e55f416f3,TRUE,2021-09-25T14:51:37.000-04:00,TRUE,TRUE,1999755,97.731487527,337,NA,NA
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,2973096,,/companies/2973096-de-waterproofing?searched_category_id=337&service_area=2291801,Professional waterproofing and interlocking specialists throughout the GTA. We will help ensure your needs are met.,de-waterproofing,2022-09-15T11:55:32.000-04:00,NA,NA,NA,,,,Waterproofing and Interlocking,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2035007,DE Waterproofing,1,1,11,10,"Waterproofing, Basement Waterproofing, Foundation Waterproofing, Waterproofing Contractor, Water, Waterproof, Wet Basement, Leaky Basement, Flood, Flooded Basement, Flooding ,Waterproofing, Basement leaks, underpinning, caulking,,Interlocking Stone, Interlocking Tile, Stone, tiles for, landscaping, paving, pavers, paver, stone step, wall stone, stone wall, landscape design, patios, interlock, retaining wall, stepping stones, interlocking, landscaping ideas, retaining walls, paving stones, paver stones, pavers stones, pavers and stones, stones pavers, stones and pavers, flagstone, concrete design, landscapers, natural stone, paving stone, stone paving, stone paving stone, walls stone, patio designs, stone and tiles, tiles and stone, stone flagstones, slate tiles, slate tile, stone veneer, pavers stone, stone and pavers, stone pavers, paver stone, stone paver, concrete driveway, stone brick, stone and brick, brick and stone, stone flooring, stone patio, stone for patio,,Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,2022-09-15T12:05:30.000-04:00,,FALSE,0,0,12,0,FALSE,7267c0862bee7b69378ca4c6fcce2f86010e1e89,FALSE,NA,TRUE,TRUE,2291801,89.732247159,337,NA,NA
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,2972960,,/companies/2972960-botos-construction?searched_category_id=337&service_area=2293274,,botos-construction,2022-09-12T22:09:36.000-04:00,NA,NA,NA,,,,,NA,NA,,,,,FALSE,FALSE,,,FALSE,FALSE,,2034871,Botos construction ,1,1,59,10,"Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,",0,2022-09-12T22:10:13.000-04:00,botosconstruction,FALSE,0,0,55,0,FALSE,25dcc37c48355df004dedbd4d8ed1c76d561aa60,FALSE,2022-10-26T08:20:36.000-04:00,TRUE,TRUE,2293274,89.8111675581,337,NA,NA
https://homestars.com/on/kleinburg/concrete-contractors,19,https://homestars.com/on/kleinburg/concrete-contractors?&page=2&,Concrete Contractors,2962878,https://hundalconstruction.com,/companies/2962878-hundal-construction?searched_category_id=337&service_area=2268336,"My team and I create spacious abodes with desirable amenities that exude style and charm. Our team is ready to guide your renovation journey with our expertise in architectural aesthetics, capability, comfort, and durability. We are passionate about creating original and practical designs to achieve architectural beauty and modern functionality.

Hundal Construction takes attentive care of your project, from start to finish. Our ability to plan carefully set realistic benchmarks and craft a unique design results in a seamless operation.

For a free estimate do not hesitate to contact us at info@hundalconstruction.com",hundal-construction,2021-12-21T14:39:12.000-05:00,NA,NA,NA,,"- Custom Luxury homes
- Residential Renovation
- Paintwork, Flooring, Tile work
- Basement Renovation
- Commercial Renovation 
- Property management 
- Concrete work
- Interlocking
",,,16,16,,,,,TRUE,TRUE,,,TRUE,FALSE,,2024829,Hundal Construction,1,1,59,10,"Basement Renovation, Basement renovation, Basement remodeling, Basement remodelling, renovating your basement, renovation, waterproofing, remodeling, home renovation, house renovation, water in basement, basement waterproofing,finishing basement, moistureproof, remodeling the house, caulking,Floor Laying & Refinishing, Hardwood Floor, Wood Floor, Floor Tile, Dance Floor, Ceramic Floor Tile, Floor Refinishing, bamboo floor, cork floor, FSC wood flooring, stone floor, marble floor, slate floor, squeaky floor repair, laminate, laminate repair, wood floor, floor and wood, wood flooring, wood floors, floors in wood, hardwood flooring, hardwood floors, hardwood floors and, hardwood floor, hardwood floor wood, wood floor flooring, refinishing, floor refinishing, floor refinishing in, refinishing floor, hardwood install, floor laying, laying a floor, flood sanding, wood floor refinishing, refinishing hardwood floors, flooring laying, wood floors refinishing, wood flooring refinishing, floor co, flooring hard wood, hard wood floors, laying floors, flooring company, flooring engineered hardwood, floor company, hard wood floor, cleaning hardwood floors, installing hardwood flooring, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floors, installing wood flooring, installing wood floors, installing hardwood floor, hardwood flooring installation, business floor, wood flooring installation, hardwood floor installation, floor companies, lay hardwood flooring, lay hardwood floor, wood floor repair, repair wood floor, repair hardwood floor, hardwood floor repair, finishing a hardwood floor, squeeky floors,,Hardwood floors, Install hardwood floors, caulking,Concrete Contractors, Impressed concrete, poured concrete, stamped concrete, radiant heating, concrete floors, contractors, concrete repair, concrete in, masonry, asphalt, paving, pavers, in the driveway, driveway, construction companies, driveways, block of concrete, concrete block, concrete mix, concret, concrete blocks, concrete slab, cost of concrete, concrete cost, concrete wall, price of concrete, concrete price, concrete stain, stamped concrete, concrete prices, repair concrete, how to repair concrete, repair of concrete, concrete repair, concrete slabs, decorative concrete, concrete decorative, staining concrete, concrete staining, concrete walls, countertop concrete, concrete countertops, patio ideas, cement companies, ready mix concrete, concrete ready mix, slabjack, slabjacking, mudjack, mudjacking, Driveway, caulking,,Interlocking Stone, Interlocking Tile, Stone, tiles for, landscaping, paving, pavers, paver, stone step, wall stone, stone wall, landscape design, patios, interlock, retaining wall, stepping stones, interlocking, landscaping ideas, retaining walls, paving stones, paver stones, pavers stones, pavers and stones, stones pavers, stones and pavers, flagstone, concrete design, landscapers, natural stone, paving stone, stone paving, stone paving stone, walls stone, patio designs, stone and tiles, tiles and stone, stone flagstones, slate tiles, slate tile, stone veneer, pavers stone, stone and pavers, stone pavers, paver stone, stone paver, concrete driveway, stone brick, stone and brick, brick and stone, stone flooring, stone patio, stone for patio,,",0,2021-12-21T14:52:50.000-05:00,,FALSE,0,0,81,0,FALSE,a64473c2b7f3a3ffcac54cf82c2bebe76b3300f5,TRUE,NA,TRUE,TRUE,2268336,87.3613464848,337,NA,NA
